"Epic_ID","Epic_Title","Feature_ID","Feature_Title","Story_ID","Story_Title","Task_ID","Task_Title","Subtask_ID","Subtask_Title","Assigned_Agent","Priority","Estimated_Effort","Status","Dependencies","Acceptance_Criteria","Sprint","Reviewer","Review_Status","Completed_Date","Comments"
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0502","FCM Web Push Notification Integration","STORY-050201","As a candidate, I want to receive browser push notifications for new exam alerts.","TASK-05020102","Build FCM Push Dispatch Function (lib/push/fcm.ts)","SUB-0502010201","Implement sendFcmPush() using Firebase Admin SDK","Backend Engineer","P1","2.5 hours","READY","TASK-05020101","Push received on subscribed browser","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Function accepting device tokens array, title, body, and URL; sends multicast FCM message."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0503","Telegram Bot Alert Integration","STORY-050301","As a candidate, I want to receive exam alerts on Telegram for instant mobile notifications.","TASK-05030101","Create Telegram Bot & Webhook Handler","SUB-0503010101","Register Telegram Bot and configure webhook URL","Backend Engineer","P1","1 hour","READY","","Webhook URL configured and receiving updates","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","BotFather bot creation and setWebhook API call."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0503","Telegram Bot Alert Integration","STORY-050301","As a candidate, I want to receive exam alerts on Telegram for instant mobile notifications.","TASK-05030101","Create Telegram Bot & Webhook Handler","SUB-0503010102","Implement /start command handler and chat_id storage","Backend Engineer","P1","2 hours","READY","SUB-0503010101","chat_id persisted in database after /start","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Webhook handler parsing Telegram updates and storing chat_id in user_subscriptions."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0503","Telegram Bot Alert Integration","STORY-050301","As a candidate, I want to receive exam alerts on Telegram for instant mobile notifications.","TASK-05030102","Build Telegram Broadcast Dispatch Function (lib/push/telegram.ts)","SUB-0503010201","Implement sendTelegramBroadcast() with MarkdownV2 formatting","Backend Engineer","P1","2.5 hours","READY","TASK-05030101","Message renders correctly without MarkdownV2 parsing errors","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Format notification data as Telegram MarkdownV2 with emoji and links; send via Telegram Bot API."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0504","WhatsApp Business API & Email Digest Integration","STORY-050401","As a candidate, I want WhatsApp and email alerts as additional notification channels.","TASK-05040101","Build WhatsApp Business API Dispatch (lib/push/whatsapp.ts)","SUB-0504010101","Implement sendWhatsAppTemplate() function","Backend Engineer","P2","3 hours","READY","","Template message delivered successfully","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Call WhatsApp Business API with approved template and parameter values."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0504","WhatsApp Business API & Email Digest Integration","STORY-050401","As a candidate, I want WhatsApp and email alerts as additional notification channels.","TASK-05040102","Build Email Digest Function (lib/push/email.ts)","SUB-0504010201","Implement sendEmailDigest() using Resend SDK","Backend Engineer","P2","3 hours","READY","","Email delivered with correct notification links","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Build HTML email template and send via Resend API with notification data."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0505","Omnichannel Dispatch Orchestrator","STORY-050501","As a platform operator, I need a centralized dispatch engine that sends alerts across all channels when a notification is published.","TASK-05050101","Build Notification Published Webhook Handler","SUB-0505010101","Create webhook route handler with authentication","Backend Engineer","P1","2 hours","READY","TASK-03020104","Webhook authenticates and parses payload correctly","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","API route validating webhook secret and parsing notification payload."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0505","Omnichannel Dispatch Orchestrator","STORY-050501","As a platform operator, I need a centralized dispatch engine that sends alerts across all channels when a notification is published.","TASK-05050101","Build Notification Published Webhook Handler","SUB-0505010102","Implement subscriber matching query","Backend Engineer","P1","1.5 hours","READY","SUB-0505010101","Query returns correct matching subscribers","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Query user_subscriptions matching notification category, state, or exam_id using array overlap operators."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0505","Omnichannel Dispatch Orchestrator","STORY-050501","As a platform operator, I need a centralized dispatch engine that sends alerts across all channels when a notification is published.","TASK-05050102","Build Omnichannel Dispatch Orchestrator Function","SUB-0505010201","Implement dispatchToAllChannels() with parallel execution","Backend Engineer","P1","3 hours","READY","TASK-05050101|TASK-05020102|TASK-05030102|TASK-05040101|TASK-05040102","All channels dispatched; failures isolated per channel","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Dispatch function using Promise.allSettled for parallel channel delivery with per-channel error handling."
"EPIC-06","File Storage, Caching & CDN Infrastructure","FEAT-0601","Supabase Storage Bucket Configuration","STORY-060101","As a platform operator, I need secure file storage for notification PDFs and exam logos.","TASK-06010101","Create Supabase Storage Buckets with Access Policies","SUB-0601010101","Create public-notifications bucket with public read policy","DevOps Engineer","P1","30 minutes","READY","","PDF files publicly downloadable via CDN URL","Sprint 2","DevOps Reviewer|Security Reviewer","PENDING","","Bucket for official notification PDFs accessible to all users."
"EPIC-06","File Storage, Caching & CDN Infrastructure","FEAT-0601","Supabase Storage Bucket Configuration","STORY-060101","As a platform operator, I need secure file storage for notification PDFs and exam logos.","TASK-06010101","Create Supabase Storage Buckets with Access Policies","SUB-0601010102","Create public-logos bucket and draft-attachments bucket","DevOps Engineer","P1","30 minutes","READY","","Both buckets created with correct access policies","Sprint 2","DevOps Reviewer|Security Reviewer","PENDING","","Logo bucket for exam body logos (public), draft-attachments for scraper uploads (admin only)."
"EPIC-06","File Storage, Caching & CDN Infrastructure","FEAT-0601","Supabase Storage Bucket Configuration","STORY-060101","As a platform operator, I need secure file storage for notification PDFs and exam logos.","TASK-06010102","Build File Upload Utility with Validation","SUB-0601010201","Implement uploadFile() with MIME type and size validation","Backend Engineer","P1","2 hours","READY","TASK-06010101","Invalid files rejected with descriptive error; valid files uploaded","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Validate file extension, MIME type, and size before uploading to Supabase Storage."
"EPIC-06","File Storage, Caching & CDN Infrastructure","FEAT-0602","ISR Revalidation & Cache Purge Workflows","STORY-060201","As a platform operator, I need cache invalidation to ensure candidates see fresh content after updates.","TASK-06020101","Add Cache Tags and Revalidation to All Mutation Actions","SUB-0602010101","Add revalidation calls to publish, update, and archive actions","Frontend Engineer","P1","2 hours","READY","TASK-03020104","Cache invalidated after each mutation","Sprint 2","Code Reviewer|Performance Reviewer","PENDING","","Insert revalidatePath and revalidateTag calls at the end of each Server Action."
"EPIC-07","Observability, Analytics & Error Monitoring","FEAT-0701","Sentry Full-Stack Error Tracking","STORY-070101","As a developer, I need automatic error tracking so I can diagnose and fix production issues quickly.","TASK-07010101","Install & Configure Sentry SDK for Next.js","SUB-0701010101","Install @sentry/nextjs and run setup wizard","DevOps Engineer","P1","1 hour","READY","","Sentry config files created","Sprint 4","DevOps Reviewer|Security Reviewer","PENDING","","npx @sentry/wizard@latest -i nextjs to scaffold Sentry configuration files."
"EPIC-07","Observability, Analytics & Error Monitoring","FEAT-0701","Sentry Full-Stack Error Tracking","STORY-070101","As a developer, I need automatic error tracking so I can diagnose and fix production issues quickly.","TASK-07010101","Install & Configure Sentry SDK for Next.js","SUB-0701010102","Configure SENTRY_DSN env var and source map upload","DevOps Engineer","P1","1 hour","READY","SUB-0701010101","Source maps uploaded; stack traces readable in Sentry","Sprint 4","DevOps Reviewer|Security Reviewer","PENDING","","Set DSN in .env.local and Vercel; configure source map uploads in next.config.js."
"EPIC-07","Observability, Analytics & Error Monitoring","FEAT-0701","Sentry Full-Stack Error Tracking","STORY-070101","As a developer, I need automatic error tracking so I can diagnose and fix production issues quickly.","TASK-07010102","Install & Configure Sentry SDK for Python Scraper","SUB-0701010201","Initialize Sentry in FastAPI with traces_sample_rate","Backend Engineer","P1","45 minutes","READY","","Sentry captures Python scraper errors","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","sentry_sdk.init(dsn=os.environ['SENTRY_DSN'], integrations=[FastApiIntegration()])."
"EPIC-07","Observability, Analytics & Error Monitoring","FEAT-0702","GA4 & PostHog Product Analytics","STORY-070201","As a product manager, I need analytics data to understand user behavior and optimize the portal.","TASK-07020101","Integrate GA4 and PostHog Analytics Scripts","SUB-0702010101","Add GA4 script and PostHog initialization in app/layout.tsx","Frontend Engineer","P2","1.5 hours","READY","","Both analytics tools receive page view events","Sprint 4","Code Reviewer","PENDING","","Load GA4 via Script component and initialize PostHog client."
"EPIC-07","Observability, Analytics & Error Monitoring","FEAT-0702","GA4 & PostHog Product Analytics","STORY-070201","As a product manager, I need analytics data to understand user behavior and optimize the portal.","TASK-07020101","Integrate GA4 and PostHog Analytics Scripts","SUB-0702010102","Create useAnalytics hook for custom event tracking","Frontend Engineer","P2","2 hours","READY","SUB-0702010101","Custom events appear in PostHog dashboard","Sprint 4","Code Reviewer","PENDING","","Hook wrapping PostHog capture for search_performed, notification_viewed, filter_applied events."
"EPIC-07","Observability, Analytics & Error Monitoring","FEAT-0703","Scraper Heartbeat Monitoring & Alerts","STORY-070301","As a platform operator, I need to know immediately when a crawler fails.","TASK-07030101","Create Healthchecks.io Monitors & Integrate Heartbeat Pings","SUB-0703010101","Create 4 Healthchecks.io checks and configure Telegram alert channel","DevOps Engineer","P1","1.5 hours","READY","","Checks created and Telegram integration verified","Sprint 4","DevOps Reviewer|Security Reviewer","PENDING","","One check per crawler with daily schedule; Telegram integration for failure alerts."
"EPIC-07","Observability, Analytics & Error Monitoring","FEAT-0703","Scraper Heartbeat Monitoring & Alerts","STORY-070301","As a platform operator, I need to know immediately when a crawler fails.","TASK-07030101","Create Healthchecks.io Monitors & Integrate Heartbeat Pings","SUB-0703010102","Add heartbeat ping calls to crawler modules","Backend Engineer","P1","1 hour","READY","SUB-0703010101","Successful crawls ping /; failed crawls ping /fail","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","HTTP ping to Healthchecks.io URL at end of each successful crawl; /fail ping on error."
"EPIC-08","Public REST API & OpenAPI Documentation","FEAT-0801","Public REST API Endpoints","STORY-080101","As a third-party developer, I need a public API to access exam notification data programmatically.","TASK-08010101","Build GET /api/v1/notifications Route Handler","SUB-0801010101","Create Zod schema for notification query params and implement handler","Backend Engineer","P1","3 hours","READY","TASK-02020101|TASK-01040102","Invalid params return 400 RFC 7807 error","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Validate limit, offset, category, state, sort query params with Zod. Return typed JSON response."
"EPIC-08","Public REST API & OpenAPI Documentation","FEAT-0801","Public REST API Endpoints","STORY-080101","As a third-party developer, I need a public API to access exam notification data programmatically.","TASK-08010102","Build GET /api/v1/exams and GET /api/v1/search Route Handlers","SUB-0801010201","Implement exams and search endpoints with Zod validation","Backend Engineer","P1","3 hours","READY","TASK-08010101","Endpoints return correct JSON responses","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Two route handlers with query validation and Supabase data access."
"EPIC-08","Public REST API & OpenAPI Documentation","FEAT-0802","OpenAPI 3.0 Specification & Documentation","STORY-080201","As a developer, I need interactive API documentation to understand available endpoints.","TASK-08020101","Write OpenAPI 3.0 Spec and Host Interactive Docs","SUB-0802010101","Create openapi.yaml spec and /api/docs page","Backend Engineer","P2","3 hours","READY","TASK-08010102","Spec validates and docs page renders","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Document all endpoints with path, parameters, request/response schemas, and status codes."
"EPIC-09","Testing, QA & Lighthouse Performance Validation","FEAT-0901","Vitest Unit & Integration Test Suite","STORY-090101","As a developer, I need automated unit tests to catch regressions before deployment.","TASK-09010101","Configure Vitest with Next.js & TypeScript Support","SUB-0901010101","Install Vitest and create vitest.config.ts","QA Engineer","P0","1.5 hours","READY","","Sample test runs successfully","Sprint 4","QA Reviewer","PENDING","","Configure Vitest with alias resolution matching tsconfig paths."
"EPIC-09","Testing, QA & Lighthouse Performance Validation","FEAT-0901","Vitest Unit & Integration Test Suite","STORY-090101","As a developer, I need automated unit tests to catch regressions before deployment.","TASK-09010102","Write Unit Tests for Zod Validation Schemas","SUB-0901010201","Write schema validation tests for all Zod schemas","QA Engineer","P0","3 hours","READY","TASK-09010101","Each schema has >= 5 test cases covering valid/invalid inputs","Sprint 4","QA Reviewer","PENDING","","Test valid inputs pass, invalid inputs throw ZodError with correct messages."
"EPIC-09","Testing, QA & Lighthouse Performance Validation","FEAT-0901","Vitest Unit & Integration Test Suite","STORY-090101","As a developer, I need automated unit tests to catch regressions before deployment.","TASK-09010103","Write Unit Tests for JSON-LD Schema Generators","SUB-0901010301","Write JSON-LD generator tests","QA Engineer","P0","2 hours","READY","TASK-09010101","Output contains all required properties","Sprint 4","QA Reviewer","PENDING","","Test generateJobPostingJsonLd() and generateEventJsonLd() with sample notification data."
"EPIC-09","Testing, QA & Lighthouse Performance Validation","FEAT-0902","Playwright E2E Test Suite","STORY-090201","As a QA engineer, I need E2E tests covering critical user journeys.","TASK-09020101","Configure Playwright & Write Candidate Flow E2E Tests","SUB-0902010101","Configure playwright.config.ts and create candidate flow spec","QA Engineer","P0","4 hours","READY","","Test navigates through candidate flow without errors","Sprint 4","QA Reviewer","PENDING","","Multi-browser config with baseURL. Candidate spec: home â†’ filter â†’ search â†’ detail."
"EPIC-09","Testing, QA & Lighthouse Performance Validation","FEAT-0902","Playwright E2E Test Suite","STORY-090201","As a QA engineer, I need E2E tests covering critical user journeys.","TASK-09020102","Write Admin HITL Flow E2E Tests","SUB-0902010201","Create admin HITL E2E spec with login and approval flow","QA Engineer","P0","4 hours","READY","TASK-09020101","Full admin flow completes without errors","Sprint 4","QA Reviewer","PENDING","","Test: login as admin â†’ draft queue â†’ review â†’ approve â†’ verify on candidate portal."
"EPIC-09","Testing, QA & Lighthouse Performance Validation","FEAT-0903","Lighthouse CI & Rich Results Validation","STORY-090301","As a platform operator, I need automated Lighthouse and Rich Results validation to enforce quality standards.","TASK-09030101","Configure Lighthouse CI with Score Assertions","SUB-0903010101","Create lighthouserc.js with URL list and assertions","QA Engineer","P0","2 hours","READY","","Config file created with correct URLs and thresholds","Sprint 4","QA Reviewer","PENDING","","Configure Lighthouse CI to audit homepage and sample detail page with score assertions."
"EPIC-09","Testing, QA & Lighthouse Performance Validation","FEAT-0903","Lighthouse CI & Rich Results Validation","STORY-090301","As a platform operator, I need automated Lighthouse and Rich Results validation to enforce quality standards.","TASK-09030102","Document Rich Results Validation Procedure","SUB-0903010201","Create Rich Results validation guide and run initial test","SEO Engineer","P0","1.5 hours","READY","TASK-02030103","Guide created; initial test passes","Sprint 4","SEO Reviewer","PENDING","","Step-by-step guide with expected Schema.org validation results."
